ID,Received.DBT.Intervention.,Teacher.Same.Ethnicity.,Teacher.Same.Gender.,Behavioral.Regulation.Slope...Teacher.Report,Meta.Cognitive.Slope...Teacher.Report,All.Executive.Functions.Slope...Teacher.Report,Behavioral.Regulation.Slope...Student.Self.Report,Meta.Cognitive.Slope...Student.Self.Report,All.Executive.Functions.Slope...Student.Self.Report,Mindfulness.Slop,Emotional.Regulation.Slope,Discipline.Incidents.Slope,Self.Reflection.Slope,In.School.Suspension.Slope,Out.of.School.Suspension.Slope,ELA.Grade,Math.Grade,Female.,Free.Reduced.School.Lunch.Group,Economic.Distress.,Mother.at.Home.,Father.at.Home.,Adult.Brother.at.Home.,Adult.Sister.at.Home.,Grandparent.at.Home.,Other.Adult.at.Home.,Total.Number.of.Adults.st.Home,Special.Education.Status,Intellectual.Impairment.,Social.Emotional.Impairment,High.Risk.Category,Years.at.This.School,Number.of.School.Absences,Year.2.Incidents,Ethnicity.Asian,Ethnicity.American_Indian,Ethnicity.Black,Ethnicity.Multiracial,Ethnicity.White
268,0,0,0,-0.513333333333334,-1,-1,0.075949367088608,0.037606837606838,0.026361031518625,0.033333333333333,0.018518518518519,0.375,-0.749999999999999,1.5,1,2.25,4.17,0,0,1,1,1,0,0,0,0,2,0,0,0,0,7,50,33,0,0,0,0,0
269,1,0,1,0.011904761904762,0.012658227848101,0.006455777921239,0.14,0.041803072273986,0.034946574481458,0.092465753424658,0.26923076923077,-0.068807339449541,0.25,-2.71947991102104E-16,-0.749999999999999,2.42,2,1,1,0,1,1,1,1,0,0,4,0,0,0,0,5,25,29,0,0,0,0,0
270,0,0,0,0.131555153707053,-1.48176790023582E-17,-0.041113381001022,-0.095323741007194,-0.026773761713521,-0.04945054945055,0.052631578947368,0.090909090909091,0.5,0.5,0.75,0.5,1.81,1.85,0,-1,1,0,1,1,0,0,0,2,1,1,1,0,NA,8,33,0,0,0,0,0
271,0,0,1,0.036784741144414,0.083333333333333,-0.016749198951355,-0.127107652399481,0.037313432835821,0.039387308533917,0.097938144329897,0.142857142857143,-0.058823529411765,-0.076923076923077,-0.5,-5.43895982204207E-16,2.83,2,1,-1,1,1,0,1,1,0,0,3,0,0,0,NA,3,16,2,0,NA,0,0,0
272,1,0,0,-0.080357142857143,-0.041612483745124,-0.027563325464174,-0.100739371534196,-0.089403973509934,0.040702016430172,0.068034557235421,0.030386740331492,-5.43895982204207E-16,-5.43895982204207E-16,2.03960993326578E-16,-1.5,1.89,1.87,0,-1,1,1,0,1,1,1,0,3,1,0,0,0,6,37,33,0,0,0,0,0
273,1,0,1,0.051114023591088,0.039445628997868,0.022303516639132,0.066061705989111,-0.016523867809058,-0.04750593824228,0.041666666666667,0.021739130434783,-0.375,-0.749999999999999,-1,-1.5,3.29,4.1,0,-1,1,1,1,0,0,1,0,3,0,0,0,0,5,4,20,0,0,0,0,0
274,1,0,1,-0.069381598793364,-0.011964107676969,-0.012363850456285,0.054347826086957,0.120058565153734,0.045201926639496,0.041666666666667,0.017543859649123,-5.43895982204207E-16,-5.43895982204207E-16,1.5,0.5,3.17,1.96,1,-1,1,1,1,1,0,0,0,3,1,0,0,0,5,10,13,0,0,1,0,0
275,1,0,1,-1.35973995551052E-17,0.042065009560229,0.024814193239031,-0.031376518218624,-0.076158940397351,-0.107142857142861,0.499999999999998,-0.25,1.5,1.5,0.75,0.5,2.79,2.17,1,-1,1,1,0,0,0,0,0,1,1,1,0,0,4,12,46,0,0,1,0,0
276,1,0,1,0.00747590005902,0.002388059701493,0.002017349203147,-0.058139534883721,0.221649484536082,0.008528784648188,0.025641025641026,-0.082677165354331,1.5,1,-5.43895982204207E-16,-5.43895982204207E-16,2.25,2,1,1,0,1,1,1,0,0,0,3,0,0,0,0,5,8,33,0,0,0,0,0
277,0,0,NA,-0.176470588235294,0.035714285714286,-0.021176785953626,-0.157205240174672,0.03356890459364,-0.005390835579515,0.106635071090047,0.039722572509458,0.5,0.5,2.03960993326578E-16,1.5,NA,2.29,1,1,0,1,0,1,0,0,0,2,0,0,0,0,2,7,0,0,0,1,0,0
278,0,0,0,0.042462146148782,NA,0.013470044229996,-0.015432980851672,0.084973166368515,-0.027935851008795,-0.333333333333334,-0.071428571428572,0.142857142857143,0.2,1,1,2.26,1.96,0,1,0,1,0,1,1,0,0,3,1,1,0,1,2,8,0,0,0,1,0,0
279,0,0,1,-0.033259423503326,0.008714596949891,-0.00093808630394,-0.054655870445344,-0.058441558441558,-0.02896725440806,0.049393414211439,0.043478260869565,NA,-0.5,-1,-5.43895982204207E-16,1.86,2.67,0,1,0,1,1,1,1,0,0,4,0,0,0,0,5,10,9,0,0,0,0,0
280,0,1,1,0.14500683994528,-0.02048288145656,0.034377908780639,NA,-0.005847953216374,0.012048192771084,0.1,-0.500000000000001,0.125,0.214285714285714,0.75,1.5,2.42,1.96,1,1,NA,1,1,1,1,0,0,4,1,1,0,0,5,10,29,0,0,0,NA,1
281,1,0,0,0.025641025641026,0.05672009864365,0.071428571428571,-1.73744549870788E-16,0.044585987261147,0.014553014553015,0.036188178528347,0.021914827479018,-0.394736842105263,0.157894736842105,1.5,-1.5,1.9,1.96,1,-1,1,1,0,0,1,0,0,2,0,0,0,NA,4,20,0,0,0,0,1,0
282,1,0,1,0.1136638452237,0.05277172597434,0.036499766027141,0.499999999999988,-0.262135922330096,-0.16535433070866,0.096774193548387,-0.187499999999999,-1.5,-0.5,1.5,1.5,3.64,1.9,0,0,1,NA,0,0,0,0,0,1,1,0,0,0,5,31,9,0,0,0,0,0
283,1,0,1,-0.031700288184438,-0.032522943165352,-0.01634450697333,0.041338845179357,0.036798735748956,0.019557195571956,0.065217391304348,0.142857142857143,0.173076923076923,0.25,1.5,1.5,4,3.08,1,-1,1,1,0,0,0,0,0,1,0,0,0,0,4,9,4,0,0,1,0,0
284,1,0,1,0.058823529411765,0.013368983957219,0.011611030478955,-0.052631578947369,-0.327868852459015,-0.106312292358805,0.049942594718714,0.032258064516129,-0.375,1.5,-1.5,-1.5,3.43,4.18,1,1,0,1,0,0,0,1,1,3,0,0,0,0,5,21,44,0,0,1,0,0
285,1,0,0,0.095238095238095,0.035149904002363,0.026126902095894,-0.114942528735632,-0.109195402298851,-0.103174603174603,0.033333333333333,0.021739130434783,-1.5,-1.5,-1,-5.43895982204207E-16,3.64,3.83,0,-1,1,1,1,0,1,0,0,3,0,0,0,0,5,7,22,0,0,1,0,0
286,1,0,1,0.044880785413745,0.044459285407623,NA,0.166666666666667,NA,0.040279269602578,0.074074074074074,0.064516129032258,-5.43895982204207E-16,-0.041666666666667,0.5,-5.43895982204207E-16,1.93,1.99,0,1,0,1,0,0,1,0,0,2,1,0,0,0,5,20,22,0,0,1,0,0
287,1,0,0,-0.020604395604396,-0.022481700941094,-0.011478197497874,0.036836403033586,0.087603305785124,0.050879007238883,0.071428571428572,0.035714285714286,-1,-0.749999999999999,2.03960993326578E-16,NA,3.29,3.5,0,1,0,1,0,0,1,0,0,2,0,0,0,0,5,10,12,0,0,0,NA,0
288,1,0,0,0.074422986340085,0.042653232577666,0.027140974967062,-0.029780564263323,-0.035762483130904,-0.018181818181818,0.111111111111111,0.133333333333333,-0.128571428571428,0.071428571428571,1,-1.5,2.16,3.5,0,-1,1,0,0,0,1,0,0,1,1,0,1,1,5,3,0,0,0,0,0,0
289,1,0,0,-0.017857142857143,-0.002945508100147,-0.004125838060856,0.153846153846154,0.101814142910033,0.011520089912897,0.067307692307692,0.021177894312223,0.75,0.357142857142857,-1.5,-1.5,2.16,4.18,0,NA,1,1,1,0,0,0,1,3,0,0,0,0,5,3,29,0,0,1,0,0
290,1,1,NA,-0.136075949367089,-0.068249258160237,-0.045546558704453,-0.09375,0.024193548387096,-0.041338582677165,0.052147239263804,0.041882109617373,9.06493303673679E-17,9.06493303673679E-17,-2.71947991102104E-16,0.428571428571428,3.56,2.08,1,1,0,1,1,1,1,1,0,5,0,0,0,0,5,16,29,0,0,0,0,1
291,0,0,0,0.049597855227882,0.067941952506596,NA,0.111111111111111,0.096330275229357,0.022113022113022,-0.2,0.05952380952381,-0.241935483870968,-0.115384615384616,NA,-0.5,2,2,0,-1,1,1,0,0,1,0,0,2,1,0,0,0,3,NA,4,0,0,0,0,0
292,1,0,0,2.84298984205335E-17,0.028894472361809,0.039473684210526,0.036836403033586,0.024125452352232,0.013674490730951,0.055273189326557,0.024035206499662,-1.5,-0.5,1,NA,3.38,2.92,0,-1,1,1,1,1,1,0,0,NA,0,0,0,0,5,13,2,0,NA,0,0,0
293,0,0,1,0.015503875968992,0.018591347872721,0.009328358208955,0.066061705989111,0.042516741940508,-0.072527472527472,0.05,-0.076530612244898,-0.375,-0.5,1.5,1.5,4.17,4.17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,48,3,0,0,1,0,0
294,0,0,NA,-0.00974025974026,0.084382871536524,0.095238095238095,-0.255813953488372,0.093264248704663,-0.113636363636364,0.062913907284768,0.023255813953488,-0.2,-0.2,-1,-1,2.25,2.23,0,1,0,1,0,1,0,0,0,2,0,0,0,0,4,8,13,0,0,0,0,0
295,0,1,0,-0.0625,-0.057692307692308,-0.03,-0.087947882736156,-0.021428571428572,-0.025044722719141,0.055555555555556,0.025641025641026,0.75,1.5,1.5,1.5,4,2.75,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,3,14,3,0,0,0,0,1
296,0,0,1,0.035714285714286,0.022637581855241,0.013855917833438,0.023972602739726,0.046875,0.020081490104773,0.037037037037037,-0.250000000000002,0.111111111111111,-2.71947991102104E-16,-0.333333333333334,1.5,2.08,1.85,1,1,0,1,1,1,1,0,0,4,0,0,0,0,4,8,17,0,0,1,0,0
297,0,0,0,0.039473684210526,0.018360830228845,0.012809831285149,0.173076923076924,-0.500000000000025,0.122950819672131,0.148351648351649,0.082191780821918,-1,-0.5,-1,1,NA,3.33,0,1,0,1,1,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,0,1
298,1,1,1,-0.042094455852156,-0.032383419689119,-0.019082269082269,0.136363636363637,0.101814142910033,0.058779669442028,0.153846153846154,0.042553191489362,-0.428571428571429,-0.428571428571429,-5.43895982204207E-16,-0.5,1.94,1.99,1,-1,1,1,1,1,1,0,1,5,1,0,0,0,5,10,29,0,0,1,NA,0
299,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,0,0,3,1,0,0,0,4,13,17,0,0,1,0,0
300,1,0,0,-0.002802341512019,0.041208791208791,-0.03233026610296,-0.062837316885119,0.051184834123223,-0.000881834215168,0.105263157894737,0.076923076923077,-1.5,-1.5,-1,-0.749999999999999,2.25,3.08,0,1,0,1,1,0,0,0,0,2,1,0,0,0,4,12,7,0,0,0,0,0
301,1,0,0,-0.043628808864266,-0.02691078889162,-0.016749198951355,-0.091160220994475,-0.162162162162162,-0.119047619047619,0.083333333333333,0.035087719298246,-0.5,-1,-0.75,-0.428571428571428,2.81,2.5,0,1,NA,1,1,0,1,0,1,4,NA,0,0,0,4,12,10,0,0,0,0,0
302,1,0,0,0.052631578947368,0.028894472361809,0.01865671641791,-0.196132596685082,NA,-0.165991902834007,0.069316081330869,0.029667149059334,-1.5,-1.5,-1.5,1.5,4.09,3.67,0,-1,1,1,1,1,1,0,0,4,0,0,0,0,5,16,33,0,0,0,0,0
303,1,0,0,0.111111111111111,0.05672009864365,0.038487060384871,0.1340206185567,-0.062818336162988,0.001340482573726,0.083333333333333,0.032544378698225,-0.178571428571428,0.5,-5.43895982204207E-16,-1,1.79,1.85,0,1,0,1,1,NA,0,0,NA,3,1,0,0,0,5,4,46,0,0,0,0,1
304,0,0,0,-0.049450549450549,-0.044871794871795,-0.024520255863539,-0.107594936708861,-0.057863501483679,-0.043436293436293,0.066666666666667,0.023809523809524,-0.214285714285714,-0.209302325581395,-0.5,-0.5,3.43,3.67,0,1,0,NA,1,0,1,0,1,4,0,0,0,0,3,3,8,0,0,1,0,0
305,0,0,1,-1.80373667567722E-17,-1.46433533670364E-17,-1.252392064286E-17,-0.025660964230171,0.241935483870969,-0.011904761904762,0.058638083228247,0.036780383795309,1,0.375,0.25,-1.5,2.68,2.29,1,1,0,1,1,1,1,0,1,5,1,1,0,0,3,9,0,0,0,0,0,0
306,1,0,0,-0.399999999999999,-0.079631181894384,0.022554452893414,0.333333333333333,0.185404339250493,-0.020420472169567,0.035714285714286,0.071428571428571,0.394736842105263,0.75,1.5,-1.5,3,2.58,1,1,0,NA,1,0,1,0,0,3,0,0,0,0,5,15,14,0,0,0,0,0
307,0,0,0,0.052631578947368,-0.333333333333333,0.375,-0.067866627323694,0.371428571428571,0.048743043561696,-1.5,0.114754098360656,-0.375,0.25,-1.5,-0.749999999999999,2.58,2.07,1,1,0,1,1,1,1,1,0,5,1,0,0,3,4,56,0,0,0,0,0,0
308,1,0,0,-0.142857142857143,NA,-0.05073086844368,-0.129032258064516,0.022988505747126,-0.027879677182685,0.062913907284768,0.07728337236534,-0.749999999999999,-1,-1.5,-1.5,2.42,3.08,0,1,0,1,1,0,1,1,0,4,0,0,0,0,4,3,17,0,0,0,0,0
309,0,NA,0,0.061446977205154,0.029085872576177,0.038695038940332,0.029969522519472,-0.057427622211675,-0.23076923076923,0.0625,NA,0.5,-2.71947991102104E-16,-0.5,0.5,3.14,2.67,0,1,NA,1,1,0,1,0,0,3,0,0,0,0,3,8,7,0,0,0,0,0
310,0,0,1,-0.053761155971101,0.056847545219638,NA,0.038391224862888,NA,0.02045944005743,0.043478260869565,0.083333333333333,-1.35973995551052E-16,-2.71947991102104E-16,-1,1.5,2.79,2.14,1,1,0,1,1,1,0,1,0,4,0,0,0,0,3,15,9,0,0,0,0,0
311,1,0,1,-0.083333333333333,-0.113636363636363,-0.013761467889908,-0.080786026200874,-0.093607305936073,-0.05329780146569,0.071428571428571,0.031900753212229,0.115384615384615,0.125,-2.71947991102104E-16,-1.5,2.58,3.83,1,-1,1,1,1,0,NA,0,1,4,0,0,0,0,4,13,0,0,0,1,0,0
312,0,1,0,-0.067357512953368,-0.008771929824562,-0.055555555555555,0.062763409235621,0.02504347826087,0.122950819672131,-0.25,0.02910164487558,-0.25,-1,-1,-0.5,1.83,1.95,0,-1,1,1,0,1,1,0,1,3,0,0,0,0,6,38,3,0,0,0,0,0
313,1,1,0,0.333333333333334,0.032294404806609,-0.02576112412178,0.037037037037037,0.123076923076923,0.049101796407186,0.069767441860465,0.030241935483871,-0.026315789473684,-0.041666666666667,1.5,1,3.29,1.95,0,1,0,1,1,1,0,0,0,3,0,0,0,0,6,22,52,0,0,0,0,1
314,0,0,1,-0.020790020790021,0.024671431865345,-0.020945945945946,0.175675675675676,0.061669829222012,0.047786917352135,0.088235294117647,0.019230769230769,-1.5,-1.5,-5.43895982204207E-16,-0.5,3.25,2.86,1,1,0,1,1,0,1,0,0,3,0,0,0,0,6,7,22,0,0,0,0,0
315,0,0,0,0.043814432989691,0.133333333333333,0.014857245144545,-0.15625,-0.25,-0.106312292358805,0.25,0.028263103802672,-0.081395348837209,-0.044585987261147,0.25,-1.69967494438815E-17,1.95,1.49,0,NA,1,1,0,0,0,1,NA,2,1,0,1,2,4,13,46,0,0,1,NA,0
316,0,0,NA,-0.06,-0.040540540540541,-0.024193548387097,-0.197368421052631,-0.055676855895196,-0.044354838709677,0.068034557235421,0.046697038724374,0.214285714285714,0.333333333333333,0.642857142857142,-1.5,2.42,2.23,0,-1,1,1,1,0,1,1,1,5,1,0,1,0,3,11,0,0,0,0,0,0
317,1,0,1,-0.166666666666667,0.030612244897959,0.052170695609275,0.019163763066202,0.075675675675676,0.017026331419521,0.111111111111111,0.090909090909091,-0.461538461538461,-0.428571428571429,-1.5,NA,2.69,2.93,1,1,0,1,1,0,0,0,0,2,0,0,0,0,3,5,0,0,0,0,0,0
318,0,0,1,0.14500683994528,-0.099585062240664,0.017032197853476,-0.067866627323694,0.029717885510819,0.08,-0.333333333333335,0.046680497925311,1.5,1,-1.5,-1,2.25,4.1,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,4,11,0,0,0,0,0,0
319,1,1,0,-0.243589743589744,-0.158671586715867,-0.097544338335607,-0.130952380952381,0.054054054054053,-0.044964028776978,0.090909090909091,0.083333333333333,-0.13265306122449,-0.321428571428571,-1.5,-0.749999999999999,2.32,3,0,1,0,1,1,0,0,0,NA,2,0,0,0,1,4,43,44,0,0,0,0,1
320,1,0,1,0.041666666666667,0.024734982332155,0.015974440894569,-0.02,0.151057401812689,0.073365231259968,0.07125890736342,0.033542039355993,-2.71947991102104E-16,-2.71947991102104E-16,-0.5,-1.5,4.14,4.17,1,1,0,1,1,0,1,0,0,3,0,0,0,0,4,NA,7,0,0,1,0,0
321,0,0,1,-0.070190641247834,-0.040697674418605,-0.025933350037585,0.101503759398496,0.209302325581395,0.06923076923077,0.03448275862069,0.014925373134328,1.5,1.5,1.5,1.5,2.53,1.96,1,-1,1,1,0,1,0,0,0,2,1,1,0,0,4,9,14,0,0,1,0,0
322,0,0,0,0.240506329113924,0.024423804609563,0.071428571428571,0.051569506726457,-0.173076923076923,-0.04750593824228,0.047619047619048,0.027777777777778,-1.5,-0.5,0.75,-1.69967494438815E-17,2.69,1.51,0,1,0,1,0,1,1,0,1,NA,1,1,0,0,3,10,0,0,0,0,0,1
323,1,0,1,0.007109004739336,-3.61180925682481E-17,0.001677511183408,0.049295774647887,-0.047619047619047,0.007462686567164,0.120967741935484,0.083140877598153,-2.71947991102104E-16,-0.041666666666667,2.03960993326578E-16,-0.749999999999999,NA,3.58,0,1,0,1,1,1,1,1,0,5,0,0,0,0,5,3,29,0,0,1,0,0
324,1,0,0,-0.047729918509895,-0.026802218114603,-0.017316806416333,-0.02,0.068893528183716,0.056963444718547,0.064766839378238,0.043052837573386,0.5,0.428571428571428,-5.43895982204207E-16,-1,2.56,4.4,0,1,0,1,1,1,1,0,0,4,0,0,0,0,5,6,17,0,0,1,0,0
325,1,0,1,-0.035433070866142,-0.018735362997658,-0.012363850456285,-0.013596559948469,0.033521769314688,-0.01794453507341,0.125,0.03030303030303,0.007109004739336,-8.65289062597603E-17,0.5,1,1.88,1.9,0,-1,1,1,1,0,0,1,0,3,0,0,0,0,4,4,13,0,0,0,0,0
326,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,3.17,3.25,0,-1,1,NA,1,0,0,0,1,3,0,0,0,0,4,7,0,0,0,0,0,0
327,1,0,1,-1.40830209677875E-16,-0.013157894736842,-0.038811323171513,-0.423076923076925,0.211538461538462,0.227272727272728,0.055772994129159,0.031104199066874,-1,-0.749999999999999,-0.749999999999999,-1.5,3.17,3,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,3,8,0,0,0,0,0,0
328,0,0,0,-0.065428109854604,-0.042360608254888,-0.02576112412178,-0.059718969555035,0.045112781954887,-0.025096525096525,0.071428571428571,0.048227535037098,-1.5,-1.5,-0.5,-5.43895982204207E-16,1.92,1.92,0,1,0,1,1,1,1,0,0,4,1,1,0,0,3,3,1,0,0,0,NA,0
329,0,0,0,-0.01027397260274,0.04136690647482,0.011611030478955,0.190355329949238,-0.005847953216374,0.02045944005743,0.083333333333333,0.027777777777778,0.5,0.333333333333333,1,1,1.95,1.49,0,1,0,1,1,0,0,0,0,2,1,0,0,0,2,3,0,0,0,1,0,0
330,0,0,0,0.090909090909091,0.045104086353123,NA,0.1340206185567,-1.18977246107171E-15,-0.085889570552147,0.136363636363636,0.022267206477733,-0.135338345864662,NA,-0.375,1.5,2.16,1.72,1,1,0,1,0,0,1,0,0,2,1,1,0,0,3,12,17,0,0,1,0,0
331,1,0,1,-0.067357512953368,-0.078512396694215,-0.030166435506241,0.067594433399602,0.024125452352232,0.026792412388812,0.049792531120332,0.031615925058548,-0.214285714285714,0.642857142857143,1.5,1,3.64,1.95,1,-1,1,1,1,1,1,0,NA,4,0,0,0,0,4,NA,0,0,0,0,0,0
332,1,0,1,0.035714285714286,0.023483365949119,0.014246682279469,0.06496062992126,0.17741935483871,0.047726483859771,0.062154696132597,0.033653846153846,-0.428571428571428,1.5,-1.5,-1.5,3.29,4.12,1,-1,1,1,1,0,0,0,0,2,0,0,0,NA,4,7,13,0,0,0,0,0
333,0,0,1,-0.003239740820734,-0.006705954074375,-0.003050927012438,0.055498458376156,0.221311475409836,0.044437129690586,0.055555555555556,0.023026315789474,2.03960993326578E-16,1.5,1.5,-1.5,2.16,2.36,0,-1,1,1,0,1,0,1,1,3,1,0,1,0,4,10,1,0,0,0,1,0
334,0,0,0,-0.035433070866142,-0.042857142857143,0.026126902095894,0.094993581514763,0.285714285714286,0.047565118912797,0.0625,0.023255813953488,1.5,0.999999999999999,1,-1,1.95,2.86,0,1,0,1,0,1,1,0,0,3,0,0,NA,0,4,10,7,0,0,0,0,0
335,0,0,0,-0.333333333333333,-1,-0.111353711790393,0.016597510373444,-0.001039501039501,-0.061475409836066,-1.00000000000001,-0.500000000000006,-0.037037037037037,-0.05,0.75,0.2,3.29,1.94,0,1,0,1,1,0,0,0,0,2,1,0,0,0,4,56,1,NA,0,0,0,0
336,1,0,1,-0.25,-0.199999999999999,-0.111111111111111,0.011482607227288,-0.002909393183707,0.002060420437143,0.082278481012658,0.035714285714286,1.5,1.5,0.25,1.01980496663289E-16,3.25,4.1,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,4,1,22,0,0,1,0,0
337,1,0,1,0.050699655242344,0.025852549529068,0.017234042553192,-0.035055350553506,-0.003344481605351,-0.012618296529968,0.043478260869565,0.035714285714286,0.346153846153846,NA,0.214285714285714,-1.5,4.2,4.1,1,-1,1,1,1,0,1,1,0,3,0,0,0,0,5,17,3,0,0,0,0,0
338,1,0,1,-0.02287166454892,-0.022323274080198,-0.012569832402235,-0.063700022588661,-0.038158083488739,-0.028506034124012,0.057692307692308,0.023809523809524,-0.02054794520548,0.026315789473684,-2.71947991102104E-16,-5.43895982204207E-16,3.29,NA,0,1,0,1,1,1,0,1,0,4,0,0,0,0,4,10,17,0,0,1,0,0
339,0,0,1,-0.026264591439689,0.017722878625134,0.022667829119442,NA,0.051184834123223,0.029619181946403,0.083333333333333,0.025641025641026,2.03960993326578E-16,1.5,-0.5,-0.749999999999999,2.44,2.54,1,1,0,1,0,1,0,1,1,4,1,1,0,0,7,9,33,0,0,0,0,0
340,1,0,1,-0.2,-0.25,-0.115384615384615,0.089204912734325,0.012520413718019,0.016175539770729,0.090909090909091,0.028571428571429,-5.43895982204207E-16,0.142857142857143,1.5,-0.5,3.56,3,1,1,0,1,1,0,0,0,NA,3,0,0,0,1,4,10,19,0,0,0,0,0
341,1,1,0,-0.070190641247834,0.013368983957219,-0.055343511450382,-0.127107652399481,0.077137546468402,-0.094972067039106,0.064681724845996,0.026195247638133,-0.428571428571428,-0.5,-1,-0.749999999999999,2.58,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,10,0,0,1,0,0
342,0,0,1,0.104838709677419,0.024423804609563,-0.021410847217299,-0.031376518218624,-0.01946962067808,-0.016862291287816,0.051495016611296,0.024167561761547,0.5,0.75,-5.43895982204207E-16,1.5,4,3,1,-1,1,1,0,1,0,0,0,2,NA,0,0,0,4,19,30,0,0,1,0,0
343,1,0,0,-0.028957528957529,-0.009190425618822,-0.017892761923571,0.057446808510638,0.145077720207254,0.046570702794242,0.065217391304348,0.032317979197623,1.5,1.5,NA,-5.43895982204207E-16,2.25,4.05,1,0,1,1,1,0,1,1,0,4,0,0,0,0,4,14,33,0,0,1,0,0
344,0,0,1,-0.333333333333333,-0.23076923076923,0.021323563947208,-0.048201438848921,NA,-0.04750593824228,0.062913907284768,0.083333333333333,-0.125,-5.43895982204207E-16,-1,-0.5,3.25,3.42,1,-1,1,1,1,0,0,0,0,2,0,0,0,0,3,12,3,0,0,0,0,0
345,0,0,1,-1.35973995551052E-17,0.046697038724374,-0.02807486631016,-0.035564853556485,0.009002520705798,0.004373177842565,0.076923076923077,0.033653846153846,-1,-0.5,-2.71947991102104E-16,1,3,1.97,0,-1,1,1,0,1,0,0,0,2,0,0,0,0,6,35,30,0,0,0,0,0
346,1,0,0,-0.053761155971101,-0.057692307692308,0.028668310727497,-0.068181818181818,-0.044930875576037,-0.027397260273973,0.068515497553018,NA,-0.221311475409836,-0.428571428571429,1.5,-1.5,2.69,4.5,1,1,0,1,1,1,0,0,1,4,0,0,0,3,5,1,37,1,0,0,0,0
347,1,0,1,-2.59950285612305E-17,0.071433722775133,0.004132880759319,-0.08185053380783,0.06221198156682,0.029619181946403,0.071428571428572,0.111111111111111,-0.097989949748744,NA,2.03960993326578E-16,-0.749999999999999,3.64,3.42,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,4,12,1,0,0,0,0,0
348,1,NA,1,-0.624999999999995,-0.033783783783784,-0.044964028776979,-0.077836411609499,-0.073529411764706,-0.038241128499008,0.068047337278107,0.032818532818533,-0.049946294307197,-0.075,-0.749999999999999,-0.5,1.79,1.96,0,-1,NA,1,0,1,1,1,0,4,1,0,0,1,4,7,14,0,0,0,0,0
349,1,0,1,-0.011428571428571,-0.005779678649867,-0.004016064257028,0.051569506726457,-0.028770706190061,0.020661157024793,0.038461538461539,0.034811758638473,-0.236842105263158,-1.35973995551052E-16,NA,-0.749999999999999,3,3.5,1,0,1,1,0,1,0,1,0,3,0,0,0,1,5,3,44,0,0,NA,0,0
350,0,0,0,-0.02510460251046,-0.090909090909091,0.036499766027141,-0.080786026200874,-0.037623308098188,0.022126522126522,0.071428571428571,0.066666666666667,-5.43895982204207E-16,-5.43895982204207E-16,-2.71947991102104E-16,1,3,2.54,0,1,0,1,1,1,0,0,1,4,0,0,0,0,3,16,0,0,0,0,0,0
351,0,0,0,0.123515439429929,0.14041095890411,0.066098081023454,-0.049848942598187,-0.016523867809058,-0.013959981386692,0.125,0.033664220975399,-0.75,-2.71947991102104E-16,-1.5,1,3,3.42,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,6,3,44,0,0,1,0,0
352,1,0,0,-0.049019607843137,-0.027830164636322,-0.017892761923571,-0.118218623481781,-0.116402116402116,-0.066607460035524,0.068034557235421,0.03903990746096,-0.031236154186974,0.25,1,1,3.17,2.54,1,-1,1,NA,1,1,1,1,1,6,0,0,0,0,4,4,9,0,0,1,0,0
353,0,0,1,-0.285714285714285,0.25,0.020618556701031,-0.124590163934426,-0.131041890440387,-0.065691680652122,0.333333333333332,0.500000000000001,-0.114649681528662,0.5,-1,-1.5,2.58,3.33,0,-1,1,0,0,0,1,1,0,2,0,0,0,0,4,4,1,0,0,0,0,0
354,0,0,1,0.051069703243616,0.022401184856059,-0.012569832402235,-0.058139534883721,-0.192307692307691,0.044973544973545,0.03125,0.080796252927401,0.5,0.5,0.75,1.5,2.32,1.96,1,1,0,1,1,1,1,0,0,4,1,0,0,0,3,9,0,0,0,0,0,0
355,1,NA,1,-0.058823529411765,-0.067567567567568,-0.031593406593407,-0.062837316885119,-0.057427622211675,-0.033333333333333,0.074844074844075,0.031854648419066,-0.749999999999999,-1.5,-1.5,-1.5,3.58,4.1,1,-1,1,1,1,0,1,0,0,3,0,0,0,0,4,7,14,0,0,0,0,0
356,0,1,1,-4.44530370070746E-17,0.042533936651584,0.018274490303332,0.110994764397906,-1.18977246107171E-15,-0.007903055848262,0.189873417721519,0.058823529411765,1.5,1.5,1.5,0.111111111111111,2,2,1,-1,1,0,1,1,1,0,1,4,0,0,1,3,3,7,12,0,0,0,0,0
357,0,0,1,0.051917680074836,0.035071942446043,0.020987266153121,0.03716814159292,0.174971861250384,0.048798252002913,0.090909090909091,0.166666666666667,NA,0.394736842105263,2.03960993326578E-16,-1.5,3.64,3,0,-1,1,1,0,0,0,1,0,2,0,0,0,0,3,15,10,0,NA,1,0,0
